2023-01-31 08:14:06,910 | INFO  | background-preinit | HV000001: Hibernate Validator 6.2.3.Final
2023-01-31 08:14:11,357 | INFO  | cluster-ClusterId{value='63d86b632c7f557b1436abf4', description='null'}-172.16.10.74:27017 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=46465600, setName='ewalletRepl', canonicalAddress=172.16.10.74:27017, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000004, setVersion=1, topologyVersion=TopologyVersion{processId=63d79c81c69316ad36930c7a, counter=6}, lastWriteDate=Tue Jan 31 08:12:48 ICT 2023, lastUpdateTimeNanos=331427621420400}
2023-01-31 08:14:11,357 | INFO  | cluster-ClusterId{value='63d86b632c7f557b1436abf4', description='null'}-172.16.10.74:27019 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27019, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=46823300, setName='ewalletRepl', canonicalAddress=172.16.10.74:27019, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=63d79c8cff6f5ffeea1a0590, counter=4}, lastWriteDate=Tue Jan 31 08:12:48 ICT 2023, lastUpdateTimeNanos=331427621435700}
2023-01-31 08:14:11,357 | INFO  | cluster-ClusterId{value='63d86b632c7f557b1436abf4', description='null'}-172.16.10.74:27018 | Monitor thread successfully connected to server with description ServerDescription{address=172.16.10.74:27018, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=46728100, setName='ewalletRepl', canonicalAddress=172.16.10.74:27018, hosts=[172.16.10.74:27019, 172.16.10.74:27018, 172.16.10.74:27017], passives=[], arbiters=[], primary='172.16.10.74:27017', tagSet=TagSet{[]}, electionId=null, setVersion=1, topologyVersion=TopologyVersion{processId=63d79c87bf3189ed1406c326, counter=4}, lastWriteDate=Tue Jan 31 08:12:48 ICT 2023, lastUpdateTimeNanos=331427621432900}
2023-01-31 08:14:11,362 | INFO  | cluster-ClusterId{value='63d86b632c7f557b1436abf4', description='null'}-172.16.10.74:27017 | Setting max election id to 7fffffff0000000000000004 from replica set primary 172.16.10.74:27017
2023-01-31 08:14:11,363 | INFO  | cluster-ClusterId{value='63d86b632c7f557b1436abf4', description='null'}-172.16.10.74:27017 | Setting max set version to 1 from replica set primary 172.16.10.74:27017
2023-01-31 08:14:11,363 | INFO  | cluster-ClusterId{value='63d86b632c7f557b1436abf4', description='null'}-172.16.10.74:27017 | Discovered replica set primary 172.16.10.74:27017
2023-01-31 08:14:11,519 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:7, serverValue:8396}] to 172.16.10.74:27017
2023-01-31 08:14:11,522 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:9, serverValue:7772}] to 172.16.10.74:27018
2023-01-31 08:14:11,530 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:8, serverValue:7773}] to 172.16.10.74:27019
2023-01-31 08:14:11,648 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:11, serverValue:7773}] to 172.16.10.74:27018
2023-01-31 08:14:11,648 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:10, serverValue:8397}] to 172.16.10.74:27017
2023-01-31 08:14:11,648 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:12, serverValue:7774}] to 172.16.10.74:27019
2023-01-31 08:14:11,696 | INFO  | restartedMain | LiveReload server is running on port 35729
2023-01-31 08:14:11,759 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:14, serverValue:8398}] to 172.16.10.74:27017
2023-01-31 08:14:11,773 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:15, serverValue:7775}] to 172.16.10.74:27019
2023-01-31 08:14:11,774 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:13, serverValue:7774}] to 172.16.10.74:27018
2023-01-31 08:14:12,519 | INFO  | restartedMain | Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6ca9ea50, org.springframework.security.web.context.SecurityContextPersistenceFilter@1e5bdc60, org.springframework.security.web.header.HeaderWriterFilter@7cd27238, org.springframework.web.filter.CorsFilter@38c32448, org.springframework.security.web.authentication.logout.LogoutFilter@1fd99c8, com.epay.ewallet.service.admin.authen.JwtRequestFilter@320fc509, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3c558483, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4ff49d47, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@525d0be5, org.springframework.security.web.session.SessionManagementFilter@7d1c6d31, org.springframework.security.web.access.ExceptionTranslationFilter@5cf816d7, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3c422dae]
2023-01-31 08:14:12,860 | INFO  | restartedMain | Starting ProtocolHandler ["http-nio-9207"]
2023-01-31 08:14:12,881 | INFO  | restartedMain | Tomcat started on port(s): 9207 (http) with context path ''
2023-01-31 08:14:12,899 | INFO  | restartedMain | Started AdminServiceApplication in 6.815 seconds (JVM running for 9.104)
2023-01-31 08:14:43,203 | INFO  | http-nio-9207-exec-2 | Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-01-31 08:14:43,203 | INFO  | http-nio-9207-exec-2 | Initializing Servlet 'dispatcherServlet'
2023-01-31 08:14:43,205 | INFO  | http-nio-9207-exec-2 | Completed initialization in 2 ms
2023-01-31 08:14:43,225 | INFO  | http-nio-9207-exec-2 | requestId=xxxxxxx | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2023-01-31 08:14:49,276 | INFO  | http-nio-9207-exec-3 | requestId=xxxxxxx | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2023-01-31 08:14:54,697 | INFO  | http-nio-9207-exec-4 | requestId=xxxxxxx | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2023-01-31 08:15:11,451 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:16, serverValue:7783}] to 172.16.10.74:27019
2023-01-31 08:15:11,456 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:17, serverValue:8407}] to 172.16.10.74:27017
2023-01-31 08:15:11,477 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:18, serverValue:7782}] to 172.16.10.74:27018
2023-01-31 08:15:11,586 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:19, serverValue:7784}] to 172.16.10.74:27019
2023-01-31 08:15:11,605 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:20, serverValue:8408}] to 172.16.10.74:27017
2023-01-31 08:15:11,615 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:21, serverValue:7783}] to 172.16.10.74:27018
2023-01-31 08:15:11,734 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:22, serverValue:7785}] to 172.16.10.74:27019
2023-01-31 08:15:11,734 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:24, serverValue:7784}] to 172.16.10.74:27018
2023-01-31 08:15:11,748 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:23, serverValue:8409}] to 172.16.10.74:27017
2023-01-31 08:16:11,464 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:25, serverValue:7798}] to 172.16.10.74:27018
2023-01-31 08:16:11,467 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:27, serverValue:7799}] to 172.16.10.74:27019
2023-01-31 08:16:11,472 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:26, serverValue:8422}] to 172.16.10.74:27017
2023-01-31 08:16:11,566 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:28, serverValue:7799}] to 172.16.10.74:27018
2023-01-31 08:16:11,584 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:29, serverValue:7800}] to 172.16.10.74:27019
2023-01-31 08:16:11,584 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:30, serverValue:8423}] to 172.16.10.74:27017
2023-01-31 08:16:11,691 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:33, serverValue:7801}] to 172.16.10.74:27019
2023-01-31 08:16:11,696 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:31, serverValue:7800}] to 172.16.10.74:27018
2023-01-31 08:16:11,699 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:32, serverValue:8424}] to 172.16.10.74:27017
2023-01-31 08:17:11,451 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:34, serverValue:7808}] to 172.16.10.74:27018
2023-01-31 08:17:11,451 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:35, serverValue:7809}] to 172.16.10.74:27019
2023-01-31 08:17:11,463 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:36, serverValue:8433}] to 172.16.10.74:27017
2023-01-31 08:17:11,528 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:37, serverValue:7809}] to 172.16.10.74:27018
2023-01-31 08:17:11,549 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:38, serverValue:7810}] to 172.16.10.74:27019
2023-01-31 08:17:11,574 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:39, serverValue:8434}] to 172.16.10.74:27017
2023-01-31 08:17:11,608 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:40, serverValue:7810}] to 172.16.10.74:27018
2023-01-31 08:17:11,636 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:41, serverValue:7811}] to 172.16.10.74:27019
2023-01-31 08:17:11,650 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:42, serverValue:8435}] to 172.16.10.74:27017
2023-01-31 08:18:11,460 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:43, serverValue:7818}] to 172.16.10.74:27018
2023-01-31 08:18:11,460 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:44, serverValue:7819}] to 172.16.10.74:27019
2023-01-31 08:18:11,461 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:45, serverValue:8444}] to 172.16.10.74:27017
2023-01-31 08:18:11,530 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:48, serverValue:8445}] to 172.16.10.74:27017
2023-01-31 08:18:11,530 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:46, serverValue:7820}] to 172.16.10.74:27019
2023-01-31 08:18:11,530 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:47, serverValue:7819}] to 172.16.10.74:27018
2023-01-31 08:18:11,620 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:50, serverValue:8446}] to 172.16.10.74:27017
2023-01-31 08:18:11,620 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:51, serverValue:7820}] to 172.16.10.74:27018
2023-01-31 08:18:11,620 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:49, serverValue:7821}] to 172.16.10.74:27019
2023-01-31 08:19:11,455 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:53, serverValue:7832}] to 172.16.10.74:27019
2023-01-31 08:19:11,475 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:52, serverValue:8458}] to 172.16.10.74:27017
2023-01-31 08:19:11,475 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:54, serverValue:7831}] to 172.16.10.74:27018
2023-01-31 08:19:11,530 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:55, serverValue:7833}] to 172.16.10.74:27019
2023-01-31 08:19:11,553 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:56, serverValue:7832}] to 172.16.10.74:27018
2023-01-31 08:19:11,554 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:57, serverValue:8459}] to 172.16.10.74:27017
2023-01-31 08:19:11,609 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:58, serverValue:7834}] to 172.16.10.74:27019
2023-01-31 08:19:11,639 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:59, serverValue:7833}] to 172.16.10.74:27018
2023-01-31 08:19:11,639 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:60, serverValue:8460}] to 172.16.10.74:27017
2023-01-31 08:20:11,465 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:61, serverValue:7842}] to 172.16.10.74:27019
2023-01-31 08:20:11,481 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:63, serverValue:8469}] to 172.16.10.74:27017
2023-01-31 08:20:11,483 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:62, serverValue:7841}] to 172.16.10.74:27018
2023-01-31 08:20:11,543 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:64, serverValue:7843}] to 172.16.10.74:27019
2023-01-31 08:20:11,573 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:66, serverValue:7842}] to 172.16.10.74:27018
2023-01-31 08:20:11,573 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:65, serverValue:8470}] to 172.16.10.74:27017
2023-01-31 08:20:11,619 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:67, serverValue:7844}] to 172.16.10.74:27019
2023-01-31 08:20:11,667 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:68, serverValue:8471}] to 172.16.10.74:27017
2023-01-31 08:20:11,667 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:69, serverValue:7843}] to 172.16.10.74:27018
2023-01-31 08:21:11,452 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:70, serverValue:8484}] to 172.16.10.74:27017
2023-01-31 08:21:11,455 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:72, serverValue:7857}] to 172.16.10.74:27018
2023-01-31 08:21:11,455 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:71, serverValue:7858}] to 172.16.10.74:27019
2023-01-31 08:21:11,519 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:73, serverValue:8485}] to 172.16.10.74:27017
2023-01-31 08:21:11,519 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:74, serverValue:7858}] to 172.16.10.74:27018
2023-01-31 08:21:11,522 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:75, serverValue:7859}] to 172.16.10.74:27019
2023-01-31 08:21:11,588 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:78, serverValue:7860}] to 172.16.10.74:27019
2023-01-31 08:21:11,588 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:77, serverValue:7859}] to 172.16.10.74:27018
2023-01-31 08:21:11,588 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:76, serverValue:8486}] to 172.16.10.74:27017
2023-01-31 08:22:11,456 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:79, serverValue:8495}] to 172.16.10.74:27017
2023-01-31 08:22:11,465 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:81, serverValue:7867}] to 172.16.10.74:27018
2023-01-31 08:22:11,465 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:80, serverValue:7868}] to 172.16.10.74:27019
2023-01-31 08:22:11,529 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:82, serverValue:8496}] to 172.16.10.74:27017
2023-01-31 08:22:11,535 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:83, serverValue:7869}] to 172.16.10.74:27019
2023-01-31 08:22:11,538 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:84, serverValue:7868}] to 172.16.10.74:27018
2023-01-31 08:22:11,603 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:87, serverValue:7869}] to 172.16.10.74:27018
2023-01-31 08:22:11,605 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:85, serverValue:8497}] to 172.16.10.74:27017
2023-01-31 08:22:11,611 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:86, serverValue:7870}] to 172.16.10.74:27019
2023-01-31 08:23:11,473 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:89, serverValue:7878}] to 172.16.10.74:27019
2023-01-31 08:23:11,473 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:88, serverValue:7877}] to 172.16.10.74:27018
2023-01-31 08:23:11,479 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:90, serverValue:8506}] to 172.16.10.74:27017
2023-01-31 08:23:11,549 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:92, serverValue:7878}] to 172.16.10.74:27018
2023-01-31 08:23:11,557 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:91, serverValue:7879}] to 172.16.10.74:27019
2023-01-31 08:23:11,558 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:93, serverValue:8507}] to 172.16.10.74:27017
2023-01-31 08:23:11,632 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:94, serverValue:7879}] to 172.16.10.74:27018
2023-01-31 08:23:11,640 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:95, serverValue:7880}] to 172.16.10.74:27019
2023-01-31 08:23:11,646 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:96, serverValue:8508}] to 172.16.10.74:27017
2023-01-31 08:24:11,466 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:97, serverValue:7891}] to 172.16.10.74:27018
2023-01-31 08:24:11,469 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:98, serverValue:8521}] to 172.16.10.74:27017
2023-01-31 08:24:11,477 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:99, serverValue:7892}] to 172.16.10.74:27019
2023-01-31 08:24:11,535 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:100, serverValue:7892}] to 172.16.10.74:27018
2023-01-31 08:24:11,548 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:101, serverValue:8522}] to 172.16.10.74:27017
